,created_at,tree_dbh,curb_loc,health,steward,guards,sidewalk,user_type,problems,spc_common,spc_latin,nta,nta_name,borocode,boro_ct,boroname,zip_city,cb_num,st_senate,st_assem,cncldist
11611,2015-08-19,29,OnCurb,1,,,Damage,Volunteer,StonesRootOther,pin oak,Quercus palustris,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5,5017011,Staten Island,Staten Island,503,24,62,51
11612,2015-10-07,11,OnCurb,1,1or2,,Damage,Volunteer,,Callery pear,Pyrus calleryana,SI36,Old Town-Dongan Hills-South Beach,5,5009602,Staten Island,Staten Island,502,24,63,50
11613,2015-12-18,3,OnCurb,2,,Unsure,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,QN03,Springfield Gardens South-Brookville,4,4030600,Queens,Jamaica,413,10,31,31
11614,2016-06-24,17,OnCurb,1,,Helpful,Damage,TreesCount Staff,,red maple,Acer rubrum,BX26,Highbridge,2,2018900,Bronx,Bronx,204,29,84,8
11615,2015-08-13,4,OnCurb,1,,Helpful,NoDamage,TreesCount Staff,,Norway maple,Acer platanoides,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157902,Queens,Glen Oaks,413,11,24,23
11616,2016-04-20,17,OnCurb,0,,,Damage,Volunteer,MetalGratesRootOtherBranchOther,purple-leaf plum,Prunus cerasifera,QN20,Ridgewood,4,4061301,Queens,Ridgewood,405,15,28,30
11617,2016-03-22,6,OnCurb,0,,,Damage,NYC Parks Staff,StonesBranchLights,white ash,Fraxinus americana,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4155102,Queens,Glen Oaks,413,11,24,23
11618,2016-01-02,4,OnCurb,1,,,Damage,TreesCount Staff,,serviceberry,Amelanchier,QN06,Jamaica Estates-Holliswood,4,4046400,Queens,Jamaica,408,14,24,24
11619,2016-02-06,27,OnCurb,1,,,NoDamage,Volunteer,Stones,Norway maple,Acer platanoides,QN19,Glendale,4,4062500,Queens,Ridgewood,405,15,38,30
11620,2015-10-15,10,OnCurb,0,,,Damage,Volunteer,Stones,English oak,Quercus robur,SI25,Oakwood-Oakwood Beach,5,5013800,Staten Island,Staten Island,503,24,62,50
11621,2016-06-24,18,OnCurb,1,,,Damage,TreesCount Staff,RootOtherTrunkOtherBranchOther,swamp white oak,Quercus bicolor,BK90,East Williamsburg,3,3047700,Brooklyn,Brooklyn,301,18,50,34
11622,2015-10-04,4,OnCurb,1,1or2,Helpful,Damage,Volunteer,,silver maple,Acer saccharinum,BK35,Stuyvesant Heights,3,3029500,Brooklyn,Brooklyn,303,25,56,36
11623,2015-10-26,4,OnCurb,1,,Harmful,Damage,Volunteer,TrunkOtherBranchLightsBranchOther,pin oak,Quercus palustris,MN09,Morningside Heights,1,1019300,Manhattan,New York,107,30,69,7
11624,2015-12-16,23,OnCurb,0,,,NoDamage,Volunteer,StonesBranchLights,London planetree,Platanus x acerifolia,MN31,Lenox Hill-Roosevelt Island,1,1011800,Manhattan,New York,108,28,73,4
11625,2016-06-15,12,OnCurb,2,3or4,Helpful,NoDamage,TreesCount Staff,,sweetgum,Liquidambar styraciflua,BX49,Pelham Parkway,2,2024600,Bronx,Bronx,211,34,80,13
11626,2015-10-16,5,OnCurb,1,3or4,,Damage,Volunteer,,cherry,Prunus,SI32,Rossville-Woodrow,5,5020804,Staten Island,Staten Island,503,24,62,51
11627,2015-12-08,6,OnCurb,1,,,NoDamage,TreesCount Staff,,dawn redwood,Metasequoia glyptostroboides,BX01,Claremont-Bathgate,2,2039500,Bronx,Bronx,206,33,86,15
11628,2015-07-02,6,OnCurb,1,,,Damage,Volunteer,BranchOther,English oak,Quercus robur,BX03,Eastchester-Edenwald-Baychester,2,2048400,Bronx,Bronx,212,36,83,12
11629,2015-10-19,11,OnCurb,1,,,Damage,Volunteer,,honeylocust,Gleditsia triacanthos var. inermis,SI45,New Dorp-Midland Beach,5,5011402,Staten Island,Staten Island,502,24,64,50
11630,2015-07-21,6,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,silver linden,Tilia tomentosa,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,5,5031902,Staten Island,Staten Island,501,23,63,49
11631,2015-10-16,4,OnCurb,1,,Helpful,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,QN76,Baisley Park,4,4027400,Queens,Jamaica,412,10,32,28
11632,2015-11-02,2,OnCurb,1,,,NoDamage,TreesCount Staff,,pin oak,Quercus palustris,SI05,New Springville-Bloomfield-Travis,5,5018902,Staten Island,Staten Island,502,24,63,50
11633,2015-12-09,29,OnCurb,1,,,Damage,TreesCount Staff,Stones,pin oak,Quercus palustris,BK41,Kensington-Ocean Parkway,3,3049600,Brooklyn,Brooklyn,312,21,44,39
11634,2015-07-29,11,OnCurb,1,,Helpful,Damage,Volunteer,StonesRootOtherTrunkOther,English oak,Quercus robur,QN48,Auburndale,4,4142900,Queens,Fresh Meadows,411,11,25,20
11635,2015-10-01,4,OnCurb,0,,,NoDamage,TreesCount Staff,,cherry,Prunus,MN15,Clinton,1,1012700,Manhattan,New York,104,27,75,3
11636,2016-07-19,17,OffsetFromCurb,1,1or2,,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,MN12,Upper West Side,1,1018900,Manhattan,New York,107,30,69,7
11637,2015-11-20,8,OnCurb,1,1or2,Harmful,NoDamage,Volunteer,,Chinese elm,Ulmus parvifolia,BK28,Bensonhurst West,3,3018200,Brooklyn,Brooklyn,311,22,47,43
11638,2016-04-06,4,OnCurb,2,,,Damage,TreesCount Staff,,black locust,Robinia pseudoacacia,BK88,Borough Park,3,3019200,Brooklyn,Brooklyn,310,17,49,38
11639,2016-07-07,6,OnCurb,1,,,NoDamage,TreesCount Staff,,cherry,Prunus,SI32,Rossville-Woodrow,5,5020804,Staten Island,Staten Island,503,24,62,51
11640,2015-09-15,3,OnCurb,1,,,Damage,Volunteer,,Japanese zelkova,Zelkova serrata,MN09,Morningside Heights,1,1020500,Manhattan,New York,109,30,69,7
11641,2015-12-02,7,OnCurb,1,,Helpful,NoDamage,Volunteer,,cherry,Prunus,SI32,Rossville-Woodrow,5,5020804,Staten Island,Staten Island,503,24,62,51
11642,2015-07-30,18,OnCurb,1,,,Damage,TreesCount Staff,Stones,London planetree,Platanus x acerifolia,QN46,Bayside-Bayside Hills,4,4144700,Queens,Bayside,411,11,25,19
11643,2015-06-17,13,OnCurb,1,,,Damage,Volunteer,BranchLights,littleleaf linden,Tilia cordata,SI28,Port Richmond,5,5025100,Staten Island,Staten Island,501,24,61,50
11644,2016-03-22,13,OnCurb,1,,,NoDamage,Volunteer,,London planetree,Platanus x acerifolia,SI54,Great Kills,5,5015603,Staten Island,Staten Island,503,24,62,51
11645,2016-03-25,4,OnCurb,1,,,Damage,TreesCount Staff,,English oak,Quercus robur,BK30,Dyker Heights,3,3015200,Brooklyn,Brooklyn,310,22,46,43
11646,2015-10-21,15,OnCurb,1,,,NoDamage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,BK69,Clinton Hill,3,3020100,Brooklyn,Brooklyn,302,25,57,35
11647,2015-07-27,9,OffsetFromCurb,1,,,NoDamage,NYC Parks Staff,WiresRope,London planetree,Platanus x acerifolia,QN27,East Elmhurst,4,4035700,Queens,East Elmhurst,403,13,35,21
11648,2015-09-15,26,OnCurb,1,,,NoDamage,Volunteer,RootOther,pin oak,Quercus palustris,QN34,Queens Village,4,4054200,Queens,Queens Village,413,14,33,23
11649,2015-08-01,6,OnCurb,0,,,Damage,TreesCount Staff,BranchLights,Callery pear,Pyrus calleryana,BK75,Bedford,3,3025100,Brooklyn,Brooklyn,303,25,56,36
11650,2015-08-15,7,OnCurb,1,3or4,Helpful,Damage,NYC Parks Staff,BranchOther,swamp white oak,Quercus bicolor,QN51,Murray Hill,4,4115900,Queens,Flushing,407,16,40,20
11651,2015-09-14,7,OnCurb,1,,,NoDamage,TreesCount Staff,Stones,blackgum,Nyssa sylvatica,QN72,Steinway,4,4012301,Queens,Astoria,401,13,36,22
11652,2015-08-24,21,OnCurb,0,,,Damage,TreesCount Staff,StonesTrunkOther,silver linden,Tilia tomentosa,SI45,New Dorp-Midland Beach,5,5011402,Staten Island,Staten Island,502,24,64,50
11653,2015-09-13,21,OnCurb,1,,,Damage,TreesCount Staff,Stones,London planetree,Platanus x acerifolia,MN40,Upper East Side-Carnegie Hill,1,1014200,Manhattan,New York,108,28,73,4
11654,2015-10-11,3,OnCurb,0,,,Damage,NYC Parks Staff,,Callery pear,Pyrus calleryana,QN57,Lindenwood-Howard Beach,4,4088400,Queens,Howard Beach,410,15,23,32
11655,2015-09-02,19,OnCurb,0,,,NoDamage,Volunteer,,Norway maple,Acer platanoides,BK21,Seagate-Coney Island,3,3035200,Brooklyn,Brooklyn,313,23,46,47
11656,2015-07-28,18,OnCurb,1,,Unsure,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,BK88,Borough Park,3,3021800,Brooklyn,Brooklyn,312,17,48,44
11657,2015-08-17,9,OnCurb,1,1or2,Helpful,NoDamage,TreesCount Staff,,American linden,Tilia americana,BK79,Ocean Hill,3,3036501,Brooklyn,Brooklyn,316,25,55,41
11658,2015-06-22,7,OnCurb,1,3or4,Helpful,Damage,Volunteer,StonesTrunkOther,green ash,Fraxinus pennsylvanica,QN29,Elmhurst,4,4046700,Queens,Elmhurst,404,13,39,25
11659,2015-09-22,12,OnCurb,2,,,Damage,NYC Parks Staff,StonesWiresRope,English oak,Quercus robur,QN34,Queens Village,4,4051200,Queens,Queens Village,413,14,33,27
11660,2015-07-29,15,OnCurb,1,,,NoDamage,Volunteer,,English oak,Quercus robur,QN05,Rosedale,4,4066400,Queens,Rosedale,413,10,31,31
11661,2015-05-21,7,OffsetFromCurb,1,,,NoDamage,TreesCount Staff,,Callery pear,Pyrus calleryana,BX09,Soundview-Castle Hill-Clason Point-Harding Park,2,2001600,Bronx,Bronx,209,32,87,18
11662,2015-09-29,3,OnCurb,1,,,NoDamage,NYC Parks Staff,,Norway maple,Acer platanoides,QN51,Murray Hill,4,4116300,Queens,Flushing,407,16,40,20
11663,2015-07-13,4,OnCurb,1,,,NoDamage,NYC Parks Staff,,Japanese zelkova,Zelkova serrata,QN57,Lindenwood-Howard Beach,4,4088400,Queens,Howard Beach,410,15,23,32
11664,2015-08-30,16,OnCurb,0,,Helpful,Damage,TreesCount Staff,Stones,Chinese elm,Ulmus parvifolia,BX44,Williamsbridge-Olinville,2,2037000,Bronx,Bronx,212,36,83,12
11665,2015-08-23,24,OnCurb,1,,,Damage,TreesCount Staff,,London planetree,Platanus x acerifolia,BX52,Schuylerville-Throgs Neck-Edgewater Park,2,2013200,Bronx,Bronx,210,34,82,13
11666,2016-08-13,3,OffsetFromCurb,0,,,NoDamage,NYC Parks Staff,,purple-leaf plum,Prunus cerasifera,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5,5017600,Staten Island,Staten Island,503,24,62,51
11667,2015-10-16,15,OnCurb,1,,,Damage,Volunteer,,English oak,Quercus robur,QN23,College Point,4,4093900,Queens,College Point,407,11,27,19
11668,2016-08-18,5,OffsetFromCurb,1,,,NoDamage,NYC Parks Staff,,green ash,Fraxinus pennsylvanica,SI37,Stapleton-Rosebank,5,5000800,Staten Island,Staten Island,501,23,64,49
11669,2015-06-08,6,OnCurb,1,,,Damage,TreesCount Staff,,cherry,Prunus,SI11,Charleston-Richmond Valley-Tottenville,5,5022600,Staten Island,Staten Island,503,24,62,51
11670,2016-07-13,22,OffsetFromCurb,1,,,NoDamage,TreesCount Staff,,Oklahoma redbud,Cercis reniformis,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157901,Queens,Glen Oaks,413,11,33,23
11671,2015-08-16,35,OnCurb,1,,,Damage,TreesCount Staff,,London planetree,Platanus x acerifolia,QN29,Elmhurst,4,4046900,Queens,Elmhurst,404,13,39,25
11672,2015-07-21,15,OnCurb,0,,,Damage,TreesCount Staff,Stones,purple-leaf plum,Prunus cerasifera,QN37,Kew Gardens Hills,4,4125700,Queens,Fresh Meadows,408,14,25,24
11673,2015-09-01,13,OnCurb,1,,,NoDamage,Volunteer,,London planetree,Platanus x acerifolia,MN25,Battery Park City-Lower Manhattan,1,1031704,Manhattan,New York,101,26,65,1
11674,2015-08-24,4,OnCurb,1,,,Damage,TreesCount Staff,,silver maple,Acer saccharinum,QN70,Astoria,4,4006300,Queens,Astoria,401,12,36,22
11675,2015-07-02,13,OnCurb,1,,,NoDamage,TreesCount Staff,,pin oak,Quercus palustris,SI48,Arden Heights,5,5017008,Staten Island,Staten Island,503,24,63,51
11676,2016-08-23,16,OnCurb,1,,,Damage,Volunteer,,sawtooth oak,Quercus acutissima,BX06,Belmont,2,2039300,Bronx,Bronx,206,33,78,15
11677,2015-05-19,4,OnCurb,1,,,NoDamage,TreesCount Staff,,catalpa,Catalpa,QN42,Oakland Gardens,4,4136700,Queens,Oakland Gardens,411,16,25,23
11678,2015-08-08,33,OnCurb,1,,,NoDamage,TreesCount Staff,StonesBranchLights,London planetree,Platanus x acerifolia,BK61,Crown Heights North,3,3021900,Brooklyn,Brooklyn,308,20,57,35
11679,2016-09-16,19,OnCurb,1,,,Damage,TreesCount Staff,StonesMetalGrates,Callery pear,Pyrus calleryana,QN43,Bellerose,4,4157101,Queens,Bellerose,413,11,24,23
11680,2015-07-03,19,OnCurb,1,1or2,,NoDamage,TreesCount Staff,,purple-leaf plum,Prunus cerasifera,QN06,Jamaica Estates-Holliswood,4,4047200,Queens,Jamaica,408,14,24,24
11681,2016-04-20,6,OnCurb,1,,,NoDamage,Volunteer,BranchLights,pin oak,Quercus palustris,QN61,Jamaica,4,4047000,Queens,Hollis,412,11,29,27
11682,2015-10-12,4,OnCurb,0,1or2,,NoDamage,Volunteer,MetalGrates,American elm,Ulmus americana,QN43,Bellerose,4,4162100,Queens,Bellerose,413,11,33,23
11683,2015-10-08,22,OnCurb,1,,,NoDamage,Volunteer,,London planetree,Platanus x acerifolia,BX03,Eastchester-Edenwald-Baychester,2,2048400,Bronx,Bronx,212,36,83,12
11684,2015-08-19,19,OnCurb,1,,Helpful,Damage,Volunteer,,crimson king maple,Acer platanoides 'Crimson King',BX10,Pelham Bay-Country Club-City Island,2,2030000,Bronx,Bronx,210,34,82,13
11685,2016-06-24,6,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,QN38,Pomonok-Flushing Heights-Hillcrest,4,4122701,Queens,Fresh Meadows,408,16,27,24
11686,2015-07-22,27,OnCurb,1,,,NoDamage,Volunteer,BranchLights,London planetree,Platanus x acerifolia,QN45,Douglas Manor-Douglaston-Little Neck,4,4152902,Queens,Little Neck,411,11,26,23
11687,2015-11-19,7,OnCurb,1,3or4,,NoDamage,Volunteer,,cherry,Prunus,QN49,Whitestone,4,4098700,Queens,Whitestone,407,11,26,19
11688,2015-07-17,20,OnCurb,1,,,NoDamage,TreesCount Staff,,pin oak,Quercus palustris,SI05,New Springville-Bloomfield-Travis,5,5027301,Staten Island,Staten Island,502,24,63,50
11689,2015-12-17,11,OnCurb,1,,,Damage,Volunteer,BranchLights,green ash,Fraxinus pennsylvanica,QN05,Rosedale,4,4066400,Queens,Rosedale,413,10,29,31
11690,2015-07-07,18,OnCurb,1,,,NoDamage,TreesCount Staff,,maple,Acer,QN12,Hammels-Arverne-Edgemere,4,4094203,Queens,Arverne,414,15,23,32
11691,2015-07-29,5,OnCurb,1,,Helpful,NoDamage,Volunteer,,American elm,Ulmus americana,MN40,Upper East Side-Carnegie Hill,1,1013000,Manhattan,New York,108,28,73,4
11692,2015-10-26,12,OnCurb,0,,,NoDamage,Volunteer,StonesBranchLights,honeylocust,Gleditsia triacanthos var. inermis,QN57,Lindenwood-Howard Beach,4,4006201,Queens,Howard Beach,410,15,23,32
11693,2015-11-13,4,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5,5027702,Staten Island,Staten Island,502,24,63,51
11694,2015-11-13,6,OnCurb,1,1or2,Unsure,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,MN11,Central Harlem South,1,1019000,Manhattan,New York,110,30,70,9
11695,2015-08-19,16,OnCurb,1,1or2,Helpful,Damage,Volunteer,,American elm,Ulmus americana,QN38,Pomonok-Flushing Heights-Hillcrest,4,4126700,Queens,Jamaica,408,11,24,24
11696,2016-07-01,16,OnCurb,1,,,NoDamage,NYC Parks Staff,StonesBranchLights,empress tree,Paulownia tomentosa,QN49,Whitestone,4,4094500,Queens,Whitestone,407,11,26,19
11697,2016-06-01,6,OnCurb,1,3or4,Helpful,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,QN49,Whitestone,4,4094500,Queens,Whitestone,407,11,26,19
11698,2015-10-15,3,OnCurb,2,,,NoDamage,NYC Parks Staff,,cherry,Prunus,QN23,College Point,4,4093900,Queens,College Point,407,11,27,19
11699,2016-07-18,16,OnCurb,1,,,Damage,Volunteer,TrunkLights,English oak,Quercus robur,MN23,West Village,1,1007100,Manhattan,New York,102,27,66,3
11700,2016-07-01,15,OnCurb,1,,,Damage,TreesCount Staff,,London planetree,Platanus x acerifolia,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3,3067000,Brooklyn,Brooklyn,318,19,59,46
11701,2015-10-09,5,OffsetFromCurb,1,1or2,Unsure,Damage,NYC Parks Staff,,Callery pear,Pyrus calleryana,BX62,Woodlawn-Wakefield,2,2041400,Bronx,Bronx,212,36,81,11
11702,2016-06-27,5,OnCurb,1,,,Damage,Volunteer,,cherry,Prunus,SI11,Charleston-Richmond Valley-Tottenville,5,5022600,Staten Island,Staten Island,503,24,62,51
11703,2015-06-21,5,OnCurb,1,,Helpful,Damage,Volunteer,StonesWiresRopeTrunkOtherBranchLights,honeylocust,Gleditsia triacanthos var. inermis,BK83,Cypress Hills-City Line,3,3117601,Brooklyn,Brooklyn,305,18,54,37
11704,2016-08-31,10,OnCurb,1,,,NoDamage,TreesCount Staff,StonesBranchLights,Norway maple,Acer platanoides,BX59,Westchester-Unionport,2,2007800,Bronx,Bronx,209,32,87,18
11705,2015-09-16,17,OnCurb,1,,,Damage,Volunteer,Stones,English oak,Quercus robur,MN09,Morningside Heights,1,1019900,Manhattan,New York,109,30,69,7
11706,2016-06-27,3,OnCurb,1,1or2,,NoDamage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,BK85,East New York (Pennsylvania Ave),3,3115600,Brooklyn,Brooklyn,305,19,60,42
11707,2016-01-06,5,OnCurb,1,,,NoDamage,Volunteer,Stones,Norway maple,Acer platanoides,QN21,Middle Village,4,4065900,Queens,Middle Village,405,15,28,30
11708,2015-11-17,19,OnCurb,1,,,NoDamage,Volunteer,,sweetgum,Liquidambar styraciflua,BK46,Ocean Parkway South,3,3044000,Brooklyn,Brooklyn,312,22,48,44
11709,2015-06-15,13,OnCurb,0,,,Damage,Volunteer,TrunkLightsBranchLights,Callery pear,Pyrus calleryana,BK58,Flatlands,3,3073000,Brooklyn,Brooklyn,318,21,41,45
11710,2015-07-12,9,OnCurb,1,,,NoDamage,Volunteer,,Sophora,Styphnolobium japonicum,BK83,Cypress Hills-City Line,3,3117601,Brooklyn,Brooklyn,305,18,54,37
11711,2016-02-13,5,OnCurb,1,,,NoDamage,TreesCount Staff,,European hornbeam,Carpinus betulus,QN19,Glendale,4,4062700,Queens,Ridgewood,405,15,38,30
11712,2015-10-21,4,OnCurb,0,,,Damage,TreesCount Staff,,London planetree,Platanus x acerifolia,QN15,Far Rockaway-Bayswater,4,4101002,Queens,Far Rockaway,414,15,23,31
11713,2015-11-06,4,OnCurb,1,1or2,,Damage,NYC Parks Staff,TrunkOtherBranchOther,cherry,Prunus,MN27,Chinatown,1,1000800,Manhattan,New York,103,26,65,1
11714,2015-12-11,13,OnCurb,1,,,Damage,Volunteer,StonesBranchLights,London planetree,Platanus x acerifolia,QN38,Pomonok-Flushing Heights-Hillcrest,4,4122702,Queens,Flushing,408,16,27,24
11715,2015-10-01,7,OnCurb,1,,,NoDamage,TreesCount Staff,,Schumard's oak,Quercus shumardii,BK25,Homecrest,3,3055400,Brooklyn,Brooklyn,315,17,45,48
11716,2015-12-15,6,OnCurb,1,,,NoDamage,TreesCount Staff,,silver linden,Tilia tomentosa,SI35,New Brighton-Silver Lake,5,5005900,Staten Island,Staten Island,501,24,63,49
11717,2015-08-17,29,OnCurb,1,,,NoDamage,Volunteer,Stones,Sophora,Styphnolobium japonicum,SI07,Westerleigh,5,5016901,Staten Island,Staten Island,501,24,63,49
11718,2015-12-16,22,OnCurb,1,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,SI54,Great Kills,5,5015603,Staten Island,Staten Island,503,24,62,51
11719,2016-09-20,5,OnCurb,1,,Helpful,Damage,Volunteer,RootOtherBranchLights,Sophora,Styphnolobium japonicum,MN34,East Harlem North,1,1018400,Manhattan,New York,111,30,68,9
11720,2015-07-22,7,OnCurb,1,,,Damage,TreesCount Staff,,green ash,Fraxinus pennsylvanica,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3,3012700,Brooklyn,Brooklyn,306,25,52,33
11721,2015-06-13,15,OnCurb,1,,,NoDamage,TreesCount Staff,,maple,Acer,SI32,Rossville-Woodrow,5,5020801,Staten Island,Staten Island,503,24,62,51
11722,2015-11-26,19,OnCurb,2,,,Damage,Volunteer,,silver maple,Acer saccharinum,BK82,East New York,3,3119600,Brooklyn,Brooklyn,305,19,54,42
11723,2015-10-24,4,OnCurb,1,1or2,,NoDamage,NYC Parks Staff,,silver linden,Tilia tomentosa,SI05,New Springville-Bloomfield-Travis,5,5027302,Staten Island,Staten Island,502,24,63,50
11724,2015-10-17,5,OnCurb,1,1or2,Unsure,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,BK35,Stuyvesant Heights,3,3029300,Brooklyn,Brooklyn,303,25,56,36
11725,2016-08-19,15,OnCurb,1,,,NoDamage,Volunteer,StonesWiresRope,London planetree,Platanus x acerifolia,QN17,Forest Hills,4,4075701,Queens,Forest Hills,406,14,27,29
11726,2016-06-09,5,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,QN37,Kew Gardens Hills,4,4077905,Queens,Jamaica,408,14,24,24
11727,2015-08-17,5,OnCurb,1,,Helpful,Damage,Volunteer,,Japanese zelkova,Zelkova serrata,MN15,Clinton,1,1012700,Manhattan,New York,104,27,75,3
11728,2015-07-11,5,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,MN25,Battery Park City-Lower Manhattan,1,1031704,Manhattan,New York,101,26,65,1
11729,2016-07-13,20,OnCurb,1,,,NoDamage,Volunteer,,Persian ironwood,Parrotia persica,BX35,Morrisania-Melrose,2,2018500,Bronx,Bronx,203,32,79,16
11730,2015-09-22,5,OnCurb,1,3or4,Helpful,NoDamage,NYC Parks Staff,,honeylocust,Gleditsia triacanthos var. inermis,QN37,Kew Gardens Hills,4,4077906,Queens,Flushing,408,15,27,24
11731,2015-09-16,26,OnCurb,1,,,NoDamage,TreesCount Staff,,Callery pear,Pyrus calleryana,BK46,Ocean Parkway South,3,3044400,Brooklyn,Brooklyn,312,22,48,44
11732,2015-09-19,5,OnCurb,1,,,NoDamage,Volunteer,,Atlantic white cedar,Chamaecyparis thyoides,QN07,Hollis,4,4048400,Queens,Hollis,412,14,29,23
11733,2015-06-03,6,OnCurb,1,,,NoDamage,TreesCount Staff,,swamp white oak,Quercus bicolor,QN57,Lindenwood-Howard Beach,4,4006202,Queens,Howard Beach,410,15,23,32
11734,2015-07-28,3,OnCurb,0,,,NoDamage,TreesCount Staff,,Callery pear,Pyrus calleryana,MN14,Lincoln Square,1,1015300,Manhattan,New York,107,27,67,6
11735,2015-10-20,5,OnCurb,1,,,NoDamage,NYC Parks Staff,Stones,green ash,Fraxinus pennsylvanica,BK37,Park Slope-Gowanus,3,3013700,Brooklyn,Brooklyn,306,21,52,39
11736,2015-07-14,3,OnCurb,0,1or2,Helpful,Damage,Volunteer,,Japanese zelkova,Zelkova serrata,QN21,Middle Village,4,4066501,Queens,Middle Village,405,15,30,30
11737,2015-09-19,8,OnCurb,1,3or4,Unsure,NoDamage,Volunteer,,Sophora,Styphnolobium japonicum,QN07,Hollis,4,4050000,Queens,Hollis,412,14,29,27
11738,2015-07-06,3,OnCurb,0,1or2,Helpful,NoDamage,Volunteer,,American linden,Tilia americana,MN23,West Village,1,1007100,Manhattan,New York,102,27,66,3
11739,2015-10-10,17,OnCurb,1,,,Damage,Volunteer,RootOtherTrunkOtherBranchOther,Norway maple,Acer platanoides,QN15,Far Rockaway-Bayswater,4,4101001,Queens,Far Rockaway,414,10,23,31
11740,2015-10-23,12,OnCurb,1,,,NoDamage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,MN03,Central Harlem North-Polo Grounds,1,1022102,Manhattan,New York,110,30,70,9
11741,2016-07-19,3,OnCurb,1,,,Damage,Volunteer,,littleleaf linden,Tilia cordata,SI07,Westerleigh,5,5020100,Staten Island,Staten Island,501,23,61,49
11742,2016-04-14,17,OnCurb,1,,,NoDamage,Volunteer,,pin oak,Quercus palustris,QN49,Whitestone,4,4094500,Queens,Whitestone,407,11,27,19
11743,2015-10-13,3,OnCurb,1,,,Damage,Volunteer,Stones,red maple,Acer rubrum,QN17,Forest Hills,4,4072900,Queens,Forest Hills,406,15,28,29
11744,2016-05-26,7,OnCurb,1,,,NoDamage,Volunteer,,pin oak,Quercus palustris,BX10,Pelham Bay-Country Club-City Island,2,2027402,Bronx,Bronx,210,34,82,13
11745,2016-08-23,28,OnCurb,1,,,Damage,Volunteer,,green ash,Fraxinus pennsylvanica,QN01,South Jamaica,4,4026400,Queens,Jamaica,412,14,32,27
11746,2015-09-26,6,OnCurb,1,1or2,Unsure,NoDamage,TreesCount Staff,,red maple,Acer rubrum,SI54,Great Kills,5,5014607,Staten Island,Staten Island,503,24,62,51
11747,2015-12-16,27,OnCurb,1,,,Damage,NYC Parks Staff,,green ash,Fraxinus pennsylvanica,BX62,Woodlawn-Wakefield,2,2042800,Bronx,Bronx,212,36,83,12
11748,2015-11-30,4,OnCurb,0,1or2,Helpful,NoDamage,Volunteer,,Sophora,Styphnolobium japonicum,QN56,Ozone Park,4,4008600,Queens,Ozone Park,410,15,23,32
11749,2015-12-30,3,OnCurb,1,,,NoDamage,Volunteer,,green ash,Fraxinus pennsylvanica,SI36,Old Town-Dongan Hills-South Beach,5,5011201,Staten Island,Staten Island,502,24,64,50
11750,2015-11-03,21,OnCurb,1,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,BK32,Sunset Park West,3,3007800,Brooklyn,Brooklyn,307,20,51,38
11751,2015-12-29,18,OnCurb,1,,,Damage,Volunteer,RootOtherTrunkOther,London planetree,Platanus x acerifolia,SI05,New Springville-Bloomfield-Travis,5,5029102,Staten Island,Staten Island,502,24,63,50
11752,2015-12-08,7,OnCurb,1,3or4,Helpful,Damage,Volunteer,,pin oak,Quercus palustris,BK79,Ocean Hill,3,3037100,Brooklyn,Brooklyn,316,25,55,41
11753,2015-09-12,4,OnCurb,1,1or2,Helpful,Damage,Volunteer,,honeylocust,Gleditsia triacanthos var. inermis,BK82,East New York,3,3109800,Brooklyn,Brooklyn,305,19,60,42
11754,2015-10-23,7,OnCurb,1,,,NoDamage,TreesCount Staff,,cherry,Prunus,BK35,Stuyvesant Heights,3,3038300,Brooklyn,Brooklyn,303,25,56,41
11755,2016-03-12,5,OnCurb,1,,,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,QN03,Springfield Gardens South-Brookville,4,4071600,Queens,Jamaica,413,10,31,28
